Sentence;Ironic;Quotes;Exclamation;Question;Multiple brackets;Interjections;Markers;Mistakes;P&N;P near N;Max vec dist;Max vec sg dist;Weird markers
А народ, он конечно время от времени пытался проникнуться непростой политической ситуацией:;1;0;0;0;0;0;0;0;0;0;0.0778794929146139;0.5042683482170105;0
А потому что  как то ушам приятнее чистая русская речь.;0;0;0;0;0;0;0;0;0;0;0.1606262386855675;0.2698465585708618;0
Ну ладно ладно, попробую.;1;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;5.960464477539065e-08;0
И чем дороже авто - тем чаще неисправность ведь.;1;0;0;0;0;0;0;0;1;0;0.0618841782885227;0.2757905125617981;0
Экономика -2, история - 2, поведение - 2, пение - 5.;0;0;0;0;0;0;0;0;0;0;0.0652275055771389;0.4174320697784424;0
Соискатели этой вакансии должны в полной мере владеть языком, иметь гражданство США и академическую степень бакалавра (college degree - прим.ред.), а также желать «раскрыть правду».;0;0;0;0;0;0;0;0;0;0;0.1460866504274494;0.5935783386230469;0
«Месть социопатки» - ненависть или сострадание?;0;0;0;1;0;0;0;0;1;0;0.0814225620348439;0.2638069987297058;0
Вот например Алтайский край — видео 18 минут, но не поленитесь, посмотрите полностью, очень подробно показан весь хаос путинской России.;0;0;0;0;0;0;0;0;0;0;0.1394274382874575;0.6084628105163574;0
Материтесь, орите, бейтесь головой об стол, разбейте телевизор, клавиатуру, выкиньте в окно системник- все это лишь поможет одержать победу!;1;0;1;0;0;0;0;4;1;0;0.1243228865812716;0.6893717050552368;0
Дух захватывает от дальнейших перспектив строительства ПАН, по сравнению с которыми MeToo и BLM покажутся жидкими цветочкам из ясельной группы.;1;0;0;0;0;0;0;1;1;0;0.1976421993499399;0.639135479927063;0
Перфекционист ?!;0;0;1;1;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
А оно Вам надо?...;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
(Не только кажется, но и является!;1;0;1;0;0;0;0;0;0;0;0.0252682154626008;0.253883421421051;0
0_o Танкистка на русском;0;0;0;0;0;0;0;0;0;0;0.0309051765243812;0.0;0
Вы погодите — через месяц ещё раздача денег будет — за ремонт спортзала и за день рождения директора школы!;1;0;1;0;0;0;0;0;0;0;0.1476941642943102;0.6631724834442139;0
Ультиматум является демонстрацией нежелания какого-либо рода переговоров.;0;0;0;0;0;0;0;0;0;0;0.1137589918588407;0.5065385103225708;0
Представьте: метель яростно бросает в лицо хлопья снега, ноги скользят по льду, а ты упрямо карабкаешься вперед, бормоча посиневшими от холода губами: - Блин, это же должна быть горячая вода.;1;0;0;0;0;0;0;1;0;0;0.1305977644263554;0.7557592391967773;0
Распахнув объятья, они готовы были принять бедных индейцев в братскую семью цивилизованных народов, однако вместо благодарности получили нож в спину.;1;0;0;0;0;0;0;0;1;1;0.1604459226678546;0.6188478469848633;0
Но окончательно убеждает в безумии властей еще одна детская площадка.;0;0;0;0;0;0;0;0;0;0;0.0909181834066379;0.5106338858604431;0
- Спасибо!;0;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Об этом в Европе знают и на каждый российский автомобиль смотрят усмехаясь, что мол приехала «деревенщина».;1;1;0;0;0;0;0;0;1;0;0.1382484323723807;0.5244527459144592;0
Дело в том, что у меня давно дома видеорегистратор в стойке в таком корпусе, и я подумал, что если разместить сервер рядом с ним, то они будут смотреться красиво и гармонично.;0;0;0;0;0;0;0;0;0;0;0.1148340473981874;0.6393002271652222;0
Должно появиться свечение...;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Может прекратим?;0;0;0;1;0;0;0;0;0;0;0.0607249401280597;0.433645486831665;0
Тихий.;0;0;0;0;0;0;0;0;0;0;1.1102230246251563e-16;0.0;0
Поговаривают даже, что новорожденные дети отказывались появляться на свет, когда узнавали, что их рожают в этом ужаснейшем центре.;1;0;0;0;0;0;0;0;1;0;0.1137444626805217;0.5948103070259094;0
"И конечно же борцы за справедливость ( читай как "" антипочтароссии, антибабка, антияжмать и тд.)";1;0;0;0;0;0;0;0;0;0;0.0769561840772312;0.5165092945098877;0
С тех пор на Гаити основными культурно-массовыми мероприятиями стали еженедельные революции, грабежи, мародерство, взаимное выпиливание друг – друга, гражданские войны, перевороты и дерибан проходящих мимо кораблей.;1;0;0;0;0;0;0;0;1;0;0.1532077272905425;0.6713635325431824;0
Звоню.;0;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;1.1920928955078125e-07;0
Мать-монашка провожает сына на войну.;0;0;0;0;0;0;0;0;1;0;0.0787057200724842;0.3603436946868896;0
(За это время можно было и детскими песочными лопаточками нарыть тоннелей).;1;0;0;0;0;0;0;2;0;0;0.1068328462742691;0.559757649898529;0
P.S. Прогре́сс (лат. progressus — движение вперёд, успех) — направление развития от низшего к высшему, поступательное движение вперед, к лучшему.;0;0;0;0;0;0;0;1;0;0;0.1260274738728094;0.6161526441574097;0
Линкольн заработал 275 миллионов долларов в кинотеатрах, что достаточно иронично так как исторически у Линкольна с театрами так себе.;1;0;0;0;0;0;0;0;0;0;0.0680131327335791;0.5314486026763916;0
Выводы о том, какие надежды на развитие КПРФ возлагает ее собственное руководство предлагаю сделать самим.;0;0;0;0;0;0;0;0;0;0;0.2395584761241365;0.5461001396179199;0
И для контраста фото из загнивающего запада;1;0;0;0;0;0;0;0;0;0;0.0812775773627477;0.4063003063201904;0
Приплыла самка Выдра.;0;0;0;0;0;0;0;0;0;0;0.0731803826704938;0.3290964365005493;0
Естественно он не сохранился, и писать по новой мне было вломно, наконец, руки дошли!;0;0;1;0;0;0;0;1;0;0;0.0944619586905173;0.5336612462997437;0
Ну, как появлялись?;1;0;0;1;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Кто бы сомневался!;1;0;1;0;0;1;1;0;0;0;2.220446049250313e-16;0.0;0
Зарубила.;0;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Самый очевиднейший пример, который наверное все использовали или слышали (из уст Хокинга более явён);0;0;0;0;0;0;0;0;0;0;0.1232586405667068;0.4361920952796936;0
Это собака атеист.;0;0;0;0;0;0;0;0;0;0;0.0416278465620426;0.3199744820594787;0
Дункан оказывается содомитом и секс-рабом барона.;0;0;0;0;0;0;0;0;0;0;0.060044921088784;0.6722347736358643;0
Диалог с веганом.;0;0;0;0;0;0;0;0;0;0;0.0250634817476047;1.1920928955078125e-07;0
Типичная российская случайность.;1;0;0;0;0;0;0;0;0;0;0.0625727930368879;0.0;0
- Едрени-пельмени, - восхитилась кошка, - и наелась, и напилась и на.. (вырезано).;0;0;0;0;0;0;0;2;1;0;0.0924094147219586;0.4640776515007019;0
В честь девяностолетия Михаила Горбачева невидимая рука рынка вознесла курс биткойна до исторического максимума.;1;0;0;0;0;0;0;0;0;0;0.1626951960734306;0.6350306272506714;0
К концу обучения студенты курса уже знают, как разрабатывать сюжеты, создавать узлы игрового дизайна, рассказывать историю с помощью геймплея, придумывать персонажей и тексты для игр.;0;0;0;0;0;0;0;0;0;0;0.1793254491363849;0.7127977609634399;0
Вся соль.;0;0;0;0;0;0;0;0;0;0;0.0319452413730134;1.1920928955078125e-07;0
Не оставлять же еду желтолицым.;1;0;0;0;0;0;0;0;0;0;0.0426025380398443;0.0;0
А я молодец!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Где-то просто прошлись, выразив энтузиазм (оппозиция, молчать - никому за невыход лишением премий, увольнениями и отчислением не угрожали, неправда это все!), где-то поддержали текстильную промышленность республики (интересно, как потом этот флаг сворачивали и куда дели?), а некоторые так вообще слетелись на бал (действительно, где ж еще и отметить победу Минина и Пожарского, как не в военной части Дагестана?).;1;0;1;2;0;0;0;1;1;1;0.1595680813569113;0.7550621628761292;0
Понимаешь, Валентин был… как бы это сказать-то, кхм… эдаким древнеримским сутенером.;0;0;0;0;0;1;1;0;0;0;0.0814269645321361;0.4356357455253601;0
Девушка убежала в кабинет хозяина дома.;0;0;0;0;0;0;0;0;0;0;0.1154083913856406;0.47415691614151;0
Новейшая разработка Сколково.;1;0;0;0;0;0;0;0;0;0;0.0598883403352649;1.1920928955078125e-07;0
Гениальнее идеи от такого куска мяса я никогда не видел.;1;0;0;0;0;0;0;1;1;0;0.1621086729260509;0.5923042297363281;0
Обучение проходит онлайн и потребует от вас несколько часов в неделю.;0;0;0;0;0;0;0;0;0;0;0.1859357615016807;0.4683139324188232;0
"Действительно, очень неожиданный источник заражения (здесь должна быть табличка ""сарказм"").";1;1;0;0;0;0;0;0;0;0;0.0527380130625366;0.5375224351882935;0
Экстренное сообщение - Из зоопарка сбежал тигр;0;0;0;0;0;0;0;0;0;0;0.1011965762786498;0.4616657495498657;0
Как это не удивительно, но мудрый конь даже выиграл в свое время войну с колхидским царем Сакашидом, хотя злые языки поговаривают, будто Урсус тогда лишь постукивал копытцами и пускал ветры, а жрецы храма Эпоны истолковывали его пожелания и передавали депеши легатам, чье войско вошло на земли Колхиды.;1;0;0;0;0;0;0;1;1;0;0.2391415863203678;0.6992610692977905;0
Бабка, ты супер!;0;0;1;0;0;0;0;0;0;0;0.0615359128995072;0.0;0
Но из-за – внезапно! - коррупции, до родственников погибших дошло…по 2 цента (из приблизительно 30 долларов) за человека.;1;0;1;0;0;0;0;0;1;1;0.0783229724379128;0.5516901016235352;0
Вот народ и засмущался.;1;0;0;0;0;0;0;1;0;0;0.0387045152393125;0.3717789649963379;0
- Точно, - я решительно подтолкнул нашего деда в свободную нишу, - блин, не проходит.;0;0;0;0;0;0;0;0;0;0;0.1042735548220463;0.5259194374084473;0
Игру, которая нравится абсолютно всем!;1;0;1;0;0;0;0;0;0;0;0.0859557169610453;0.2596985101699829;0
Ни тепловизоров, ни денег.;0;0;0;0;0;0;0;0;0;0;0.0260994782819913;0.3346825242042541;0
Управились кудесники со всей горой работы той минут за тридцать, с гаком маленьким. 10.;1;0;0;0;0;0;0;0;0;0;0.1548139325244563;0.5563839673995972;0
Когда градостроительной и городской повседневной деятельностью занимаются не хорошо обученные на курсах Городских проектов Каца-Варламова урбанисты, а разнузданные жулики и воры из партии власти, цель которых лишь попилить бюджет себе ради яхт и дач в Ницце.;1;0;0;0;0;0;0;1;1;0;0.1806897061990579;0.6037508845329285;0
Москвичи, привет.;1;0;0;0;0;0;0;0;0;0;0.0522369638734863;0.4028586149215698;0
Вышло как то скучновато как будто.;0;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;1.1920928955078125e-07;0
Австралия - страна населённая дружелюбнейшими и няшными животными и насекомыми;1;0;0;0;0;0;0;1;0;0;0.071072596803814;0.4866443276405334;0
Те самые шкурки;0;0;0;0;0;0;0;0;0;0;0.0913080037834895;1.1920928955078125e-07;0
Нехорошо.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Указала, что 25 удобно принять, ну и села ждать у окошка.;1;0;0;0;0;0;0;0;0;0;0.0745317756523215;0.3713909387588501;0
Пытавшийся свести счеты с жизнью подросток выжил, но сейчас находится в больнице в критическом состоянии.;0;0;0;0;0;0;0;0;1;0;0.0976221233273512;0.5177429914474487;0
Ведь он таких делов в своей стране на***вертил, лопатой не разгребешь.;0;0;0;0;0;0;0;1;0;0;0.1297646864060829;0.5356189012527466;0
Именно поэтому правозащитники и экологи всех мастей призывают покупать газ только у оплота свободы или демократических сатрапий Персидского залива.;1;0;0;0;0;0;0;0;0;0;0.1350900887201265;0.5697081089019775;0
"Естественно пришлось выйти на улицу, прочитать сохраняя лицо лекцию, по теме: ""Да ты охренел, уважаемым людям ночью спать не даешь"".";1;0;0;0;0;0;0;1;0;0;0.0903916239299648;0.5699201822280884;0
18.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Для пущего эффекта сосед сверху радостно гудел пылесосом в вентиляцию.;0;0;0;0;0;0;0;0;0;0;0.1051605692246666;0.5316815376281738;0
... Немцы - вы невероятные!	;1;0;1;0;0;0;0;0;0;0;0.0334706434621974;0.0;0
Зря я завел новую сумку.;0;0;0;0;0;0;0;0;1;0;0.093494579889378;0.2738860249519348;0
Я сдуру поделилась с Верочкой, что самый сладкий секс теперь у меня случается с сырокопченой колбасой, когда я позорно жру ее ночью у холодильника.;1;0;0;0;0;0;0;1;1;0;0.1222866491549368;0.585585355758667;1
Лехаим!;0;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Эх, еще почти год носить зеленые джинсы и черные кроссовки.;0;0;0;0;0;0;0;0;0;0;0.1147729735240514;0.5493372678756714;0
А в этой России и близко ничего подобного нет!;1;0;1;0;0;0;1;0;0;0;0.0814940808162784;1.1920928955078125e-07;0
Вот как выглядит настоящая забота об инвалидах.;1;0;0;0;0;0;0;0;1;0;0.0626511624825788;0.4200404286384582;0
Военщина потенциального противника в растерянности.;1;0;0;0;0;0;0;0;0;0;0.0315094399942578;0.4198164939880371;0
Ну а дальше началось чистое удовольствие.;1;0;0;0;0;0;0;0;0;0;0.0478486887265647;0.3255226016044616;0
Не от сырости же!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Ебанутые люди, прости господи.;1;0;0;0;0;0;0;1;0;0;0.041814456602936;0.4362937808036804;0
Отвечу на ваши вопросы ниже Комментарий для плюсов оставлю Будьте красивыми;0;0;0;0;0;0;0;0;0;0;0.1442382608232791;0.5253009796142578;0
22.12.2017г.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Ну а мы, к счастью, сможем насладится этим великолепным продуктом.;1;0;0;0;0;0;0;0;0;0;0.1070521858589177;0.5256179571151733;0
Я всем так и говорю, оторвавшись ненадолго от швыряния кухонных табуреток и экстатических рыданий: «Все вопросы к пролактину!»;1;0;1;0;0;0;0;1;0;0;0.1052779620740662;0.5936366319656372;0
Наверное, выбирает, не мешайте мужику.;1;0;0;0;0;0;0;0;0;0;0.0889276804458087;0.3851819634437561;0
Но это уже мелочи.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
В третьих – по мелочи воровали.;1;0;0;0;0;0;0;0;0;0;0.0544691791662389;0.2146267890930175;0
Да так много заработал, что решено было всем родителям по пять тысяч за эти парты раздать!;1;0;1;0;0;0;0;0;0;0;0.0942092850187124;0.5183303952217102;0
https://pikabu.ru/story/bez_kommentariev_6425409;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Секундное дело, а какова эффективность обучения…;1;0;0;0;0;0;0;0;0;0;0.0631391958738647;0.3789318203926086;0
Прежде, чем меня заминусуют, оговорюсь: я агностик и ничего не имею против православия.;0;0;0;0;0;0;0;0;0;0;0.0878273860425148;0.5072455406188965;0
Теперь у меня есть клёвый вертолетик с бензиновым двгателем.;0;0;0;0;0;0;0;2;0;0;0.0658370732248053;5.960464477539065e-08;0
Копипаста из Вк, которая мне очень понравилась.;0;0;0;0;0;0;0;0;0;0;0.0357028426656588;0.0;0
Ну просто не может существовать полярных мнений по поводу несвободы.;1;0;0;0;0;0;0;0;1;0;0.1162224655829352;0.4937507510185241;0
До свидания!;0;0;1;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Когда последний раз вы видели технику убирающую и моющую улицы российских городов, вывозящую мусор из грязных дворов?;0;0;0;1;0;0;0;1;1;0;0.1311769219717723;0.6017393469810486;0
Фольга поглощает глупые ценности капитализма, издевается над устоявшимся символами богатства, и при этом от части является металлом, а драгоценность любым металлам приписывает человек, ибо драгоценность - понятие сугубо человеческое.;1;0;0;0;0;0;0;0;1;1;0.1149851485212412;0.7392863035202026;0
Сколько стоит стать горнолыжником?;0;0;0;1;0;0;0;1;0;0;0.0381965876850972;0.4254351854324341;0
Ах, ты ж, вяленый пломбир и тезисы апрельские.;0;0;0;0;0;0;0;1;0;0;0.0709024027286855;0.321468710899353;0
Очевидная случайность.;1;0;0;0;0;0;0;0;0;0;0.016881231330719;0.0;0
Разработчики на Unreal Engine 4 создают игру скорее на самом движке с помощью собственного визуального языка Blueprints.;0;0;0;0;0;0;0;0;0;0;0.187012117675389;0.5187127590179443;0
"Пассажиры рыдали ""Ы-Ы-Ы"" 4.";1;0;0;0;0;0;0;1;0;0;0.03457663818799;0.2662228345870971;0
Так первое место заняло Конго 18 см;0;0;0;0;0;0;0;0;0;0;0.0834896126398435;0.4273394346237182;0
Духи предков одобрили сию новацию.;1;0;0;0;0;0;0;0;0;0;0.1387642391964223;0.4380865097045898;0
Перфоратор все же нашли.;0;0;0;0;0;0;0;0;0;0;0.0278855793380401;0.2785890102386474;0
Уже не хочешь поздравить свою девушку с днем казни мошенника-сутенера, который хотел совершить побег, обманув чувства наивной девушки?;0;0;0;1;0;0;0;0;1;0;0.1469480527215821;0.5634181499481201;0
Под «кирпич» проехал совершенно случайно, а румяный полицейский уже тут как тут!;1;1;1;0;0;0;0;0;0;0;0.0711373817090742;0.3766879439353943;0
* Хорошего дня;0;0;0;0;0;0;0;0;0;0;0.0513846994097985;1.1920928955078125e-07;0
Приходит сообщение, в котором пишут, что очень сожалеют, и что предыдущий курьер уже высечен розгами, и 28 декабря с 2 до 6 как кровь из носу у моего порога будет делегация с оркестром, цветами и заветной коробкой.;1;0;0;0;0;0;0;1;1;0;0.2259415788684845;0.6839922666549683;0
Название канала «ФУНТ КИНО», ничто не напоминает?;0;0;0;1;0;0;0;0;0;0;0.164010737657134;0.574425458908081;0
Отличное окончание этого незабываемого 2020 года :(;1;0;0;0;0;0;0;0;0;0;0.1170853912384162;0.2683604955673218;0
В Волгограде к Новому Году открылся новый двухметровый фонтан.;1;0;0;0;0;0;0;0;0;0;0.1184992884233201;0.493748128414154;0
Погода стояла прекрасная, люди улыбались, государство снижало налоги и повышало пенсии, а полиция была неподкупной.	;1;0;0;0;0;0;0;0;1;0;0.097898173665152;0.6820195913314819;0
А министром обороны будет босоногая Савченко!;1;0;1;0;0;0;0;0;0;0;0.101258277858421;0.6193445920944214;0
Конечно можно дорогая, только мы не допустим из за раздутого допингового скандала к соревнованиям всю твою легкоатлетическую сборную, тяжелых атлетов, штангистов, заставим повторно каждого спортсмена сдавать допинг- тесты и для твоего же блага Золушка, не дай Боже если кто нибудь из них возьмёт медаль, лешим акретидации твоих спортивных чиновников, сократим состав сборной до 40 человек и...да... Золушка, тебе все ещё необходимо отделить зерно от плевел.;1;0;0;0;0;0;1;3;1;0;0.1507976167110251;0.7415155172348022;0
Ну наконец то всё понятно!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Прям триллера, да?;1;0;0;1;0;0;1;0;0;0;0.0;1.1920928955078125e-07;0
Ведь, если бы не эта очередь, мы бы так и не увидели нормального моря в том году!;0;0;1;0;0;1;1;0;0;0;0.1114115188890214;0.4780835509300232;0
Мальчик не любит оставлять свидетелей.;0;0;0;0;0;0;0;0;0;0;0.0568478346776178;0.3901300430297851;0
Народ, у меня для Вас новость!!!;1;0;3;0;0;0;0;0;0;0;0.0344984850958692;0.334766149520874;0
Ты ж их сам все удалил, так какие ко мне претензии, сын мой?;0;0;0;1;0;0;0;0;1;1;0.1591406446845819;0.4520806074142456;0
И больно ударив хвостом по самолюбию, кот снова потрусил по своим делам.;1;0;0;0;0;0;0;0;1;1;0.1061524976269093;0.6068543791770935;0
И российский триколорчик радует - контраст повыше у него как то.;0;0;0;0;0;0;0;0;0;0;0.0833230783089412;0.2253643274307251;0
ТОП-5 Е##НУТЬСЯ, каких ДОРОГИХ, ДЛИТЕЛЬНЫХ и БЕССМЫСЛЕННЫХ строек в РОССИИ!;0;0;1;0;0;0;0;0;1;0;0.1177864471632798;0.4925950169563293;0
С тех пор я к мертвым не подхожу ближе, чем на три метра.;0;0;0;0;0;0;0;0;1;0;0.1091997156905781;0.5390008687973022;0
Он очень просил не стоять сложа руки.;1;0;0;0;0;0;0;0;0;0;0.0423339037127613;0.2300421595573425;0
АвтоВАЗ начнёт лучшие машины в мире делать, смартфоны-планшеты наши лучшие в мире станут!;1;0;1;0;0;0;0;0;0;0;0.1589545219412751;0.5574890375137329;0
— Эту дрянь?;0;0;0;1;0;0;0;0;0;0;0.0502978218286599;1.1920928955078125e-07;0
Сет.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Бюджет распух мгновенно и пенсионеры Самары запрудили Лас-Вегас.;1;0;0;0;0;0;0;0;0;0;0.0831870291283702;0.4800344109535217;0
Да бесполезное и опасное существо!;1;0;1;0;0;0;0;0;0;0;0.0460792031886171;5.960464477539065e-08;0
Решил проверить и вот результат.;0;0;0;0;0;0;0;0;0;0;0.0129552110767976;0.2599833011627197;0
Для твоей заупокойной свечки, ты даже первый сделать не успеешь.;1;0;0;0;0;0;0;0;0;0;0.0801286396124701;0.2814119458198547;0
Или я б за 500 тыщ тоже пошёл;1;0;0;0;0;0;0;0;0;0;0.043430438557092;0.3387778401374817;0
Америка Аляску от стыда вернёт.;1;0;0;0;0;0;0;0;1;1;0.0847484229179238;0.5365495681762695;0
Этот же закон необходимо применить ко всем профессиям - 40% мест в рядах мусорщиков, ассенизаторов, шахтеров и грузчиков должны быть законодательно закреплены за женщинами.;1;0;0;0;0;0;0;0;0;0;0.1728285807074788;0.6540755033493042;0
Ну наконец то всё ясно и понятно!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
И то - случайно, чуть ли не в процессе пьяной драки с местными бомжами (чтобы впечатлить спутницу-недотрогу, естественно!).;1;0;1;0;0;0;0;1;1;0;0.1306689741930264;0.4178985357284546;0
Это конечно же не так.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
А делать то что?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Все скрепы- нахрен…;0;0;0;0;0;0;0;1;0;0;0.0;0.0;0
"За рулём белый, как белый уголь ""Иван"", прекрасно говорящий на русском, этот наглец выскочил из машины, выхватил у меня чемодан и аккуратно положил его в багажник.";1;0;0;0;0;0;0;0;0;0;0.1441900913776129;0.6622456908226013;0
Хотя прибить Павленского, думаю, уже можно.;1;0;0;0;0;0;0;0;1;0;0.040299822070093;1.1920928955078125e-07;0
Пофигу, что эта скотина перекусывает руку взрослого, как зубочистку.;1;0;0;0;0;0;0;0;0;0;0.0985841544663757;0.5897532105445862;0
Докатились.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
— Две пепельницы мы с тобой перетираем.;0;0;0;0;0;0;0;1;0;0;0.0097052408702621;0.2455503940582275;0
Наверное, он был несказанно рад, увидев мрачную дверь приемного покоя, последней обители мертвых.;1;0;0;0;0;0;0;0;1;0;0.1288799606389882;0.5918600559234619;0
Квартира у меня очень хорошая, странная.;1;0;0;0;0;0;0;0;0;0;0.0468473445594427;5.960464477539065e-08;0
С его то жалкими 300 000 000 (300 миллионов);1;0;0;0;0;0;0;0;0;0;0.0413239247555862;1.1920928955078125e-07;0
"Ещё пример сарказма:""Маркетологи и эффективные менеджеры - вот самые лучшие сотрудники в наше время""";1;0;0;0;0;0;0;0;1;0;0.1391482205206786;0.6356701850891113;0
Ну, там 300 миллионов не досчитались.;1;0;0;0;0;0;0;0;0;0;0.0540894192656078;0.2201259732246399;0
Ну ладно, я починил вашу клавиатуру, но я все еще считаю, что такая надежность никуда не годится.;1;0;0;0;0;0;0;0;0;0;0.1360744409922767;0.53970867395401;0
А то, что реклама и отзывы тоже уже куплены и через пару дней это будет вирусится и обсуждатся на Ютюбе.;0;0;0;0;0;0;0;2;0;0;0.1152327056685939;0.6329609155654907;0
Русик долго бился в зарытую дверь, горя желанием служить Родине в трудную минуту.;1;0;0;0;0;0;0;2;1;1;0.1219109218697351;0.5566096305847168;0
Повстанцы в Крыму, правильней будет называть их ребелами, уже ждут отмашки.;0;0;0;0;0;0;0;1;0;0;0.0840069890088586;0.5679172277450562;0
Автор: Андрей Авдей;0;0;0;0;0;0;0;0;0;0;0.0698364064125474;0.4389253854751587;0
Поздравляю украинскую армию ВСУ с праздником.;0;0;0;0;0;0;0;0;0;0;0.1274749749952594;0.3973658084869385;0
Если верить летописцу (а не верить ему оснований нет, чай не «Новая газета»), элиты тоже думали о народе… ;1;0;0;0;0;0;1;0;0;0;0.1219923856206162;0.5909408330917358;0
Он по-отечески оглядел толпу и рассказал, что будущее нашей славной страны в наших руках.;1;0;0;0;0;0;0;0;0;0;0.1049463424484891;0.5640488862991333;0
И даже если ей приходится сцеживаться, то делает она это столь сексуально, что молокоотсос в ее руке покрывается испариной.;0;0;0;0;0;0;0;1;0;0;0.1057611060582558;0.6035071611404419;0
И через десять минут, потягивая виски (грешен) с яблочным соком (здоровье надо беречь) я слушал горькую историю о мытарствах жильцов этого многострадального подъезда.;1;0;0;0;0;0;0;1;1;0;0.2264834206040936;0.6296548843383789;0
Зарабатывает!;1;0;1;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
О, еще один.;0;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
Сосуды!;0;0;1;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
А уже через час я, подвывая, лихорадочно набирал телефон скорой: - Помогите, вот-вот рожу.;1;0;0;0;0;0;0;0;1;1;0.1549727609876942;0.5306419134140015;0
Рано или поздно корпорации заметят популярность штуки, которую надо крутить между пальцами, и тогда нас ждет...;0;0;0;0;0;0;0;0;1;0;0.079974361584897;0.5528024435043335;0
Чтобы освоить профессию, нужно знать, как создавать концепции, придумывать геймплей, рассчитывать игровой баланс, продвигать игры и понимать принципы их создания на основных движках.;0;0;0;0;0;0;0;0;0;0;0.0941006542462533;0.5437413454055786;0
Но сегодня мне бы хотелось воспеть особую категорию «Яжмать».;0;0;0;0;0;1;1;1;0;0;0.1048411267870852;0.3130240440368652;0
Где моя плантация с рабами-роботами, в конце то концов?;1;0;0;1;0;0;0;0;0;0;0.1587012220445732;0.4219186902046203;0
Я: - Ну ладно…;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Очередной бросок Руслана на кровать, жесткая посадка... и как следствие летающие по комнате, вслед Юре пластины с брони.;1;0;0;0;0;0;0;0;1;1;0.2375969832869328;0.7087112665176392;0
БОНУС - немного ролей... или какой отечественный актёр подошёл бы на эту роль?;0;0;0;1;0;1;1;0;0;0;0.12749169199136;0.6373447775840759;0
Это звучит так приторно, что меня сейчас вырвет радугой.;1;0;0;0;0;0;0;0;1;1;0.0486425622925043;0.4023113846778869;0
Ну, вот нормальный, а?;1;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Ведь страшно сказать, их не меняли целых 3 ГОДА!;1;0;1;0;0;0;0;0;0;0;0.0994344932483167;0.3042809963226318;0
"После непонятного удара по Сирии, от пиндосов можно ожидать ""продолжения банкета"" и вообще чего угодно - у глобалистов истерика...";1;0;0;0;0;0;0;0;1;0;0.1357985477085851;0.5595626831054688;0
"Стоит отметить, что коллектив этих предприятий на девяносто с лишним процентов состоял из нормальных и грамотных людей, которые лившемуся в уши меду не то чтобы не поверили, но восприняли всю велеречивость с ухмылкой, мысленно поделили на восемь, и решили - ""подождем, посмотрим""";0;0;0;0;0;0;0;1;1;0;0.2556269804870098;0.6346721649169922;0
Потрясающе!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
- И этот еще расп… (беседа посредством органа размножения).;0;0;0;0;0;0;0;1;0;0;0.0825132265336999;0.4320040941238403;0
Свобода слова – это высказывание единственно правильной точки зрения, согласно текущей линии республиканско-демократической партии, одобренной в Госдепе.;1;0;0;0;0;0;0;0;0;0;0.1012250452863074;0.5852737426757812;0
Дождавшись, пока тревога начнет снедать Джона, калека навязывает ему идею «союза» с заклятым врагом Серсеей, для чего якобы просто необходимо предъявить ей живого мертвеца.;1;1;0;0;0;0;0;1;1;1;0.1084790567950572;0.6140913963317871;0
Армейская неврология, а конкретнее, стукнутые по черепушке бойцы, - это сборище просто придурков и талантливых придурков.;0;0;0;0;0;0;0;1;1;1;0.0862261078136685;0.5323653221130371;0
Продолжение следует...;0;0;0;0;0;0;0;0;0;0;0.016852849276685;0.2685093879699707;0
