Post tag;Sentence;Ironic
Сарказм;Пресс-секретарь президента России Владимира Путина Дмитрий Песков ответил на вопрос о мерах поддержки артистов во время пандемии коронавируса.;0
Сарказм;По словам Пескова, в Кремле не планируют рассмотрение новых мер поддержки артистов.;0
Сарказм;«Съемки не останавливаются, они никак не запрещены.;0
Сарказм;Телевидение функционирует, вся творческая работа продолжается, театры тоже работают, но с известными ограничениями», — уточнил он.;0
Сарказм;Источник - Газета.Ру (https://www.gazeta.ru/culture/news/2020/11/17/n_15239671.sht...);0
Сарказм;И как дальше жить?;1
Сарказм;Что мы будем делать без Пугачевой, Галкиной, Леонтьева, Баскова, Меладзе?))));1
Сарказм;;0
Сарказм;О времена, о нравы!;0
Сарказм;Комментарий к видео о неприлично изысканной подаче вина.;0
Сарказм;Ссылка на видео;0
Сарказм;;0
Сарказм;Говорят, что сейчас дети испорченные.;0
Сарказм;Как по мне, нормальные дети, и сигареты хорошие курят.;1
Сарказм;Классика, никакого айкоса;0
Сарказм;https://www.instagram.com/gupsopupso/;0
Сарказм;;0
Сарказм;Обожаю заголовки новостей mail.ru;1
Сарказм;"Заходя на почту, наткнулась на новость: ""В Новосибирске нашли неожиданный источник заражения коронавирусом"".";0
Сарказм;"Как заявил глава управления Роспотребнадзора по Новосибирской области Александр Щербатов, чаще всего жители города и области заболевают опасной вирусной инфекцией в торговых точках.	";0
Сарказм;"Это магазины продовольственных и непродовольственных товаров"".";0
Сарказм;"Действительно, очень неожиданный источник заражения (здесь должна быть табличка ""сарказм"").";1
Сарказм;"Кстати, в том, ""что фиксируется рост заболеваемости именно среди персонала, а не покупателей"" (из той же новости) тоже не вижу ничего удивительного - комнаты для персонала бывают такими тесными, что никакая социальная дистанция не соблюдается.";0
Сарказм;Источник новости: https://news.mail.ru/society/44370155/;0
Сарказм;;0
Сарказм;Ванильные цитаты на каждый день;0
Сарказм;Вы любите пафосные высказывания?;0
Сарказм;Я вот обожаю.;1
Сарказм;"И когда я читаю комментарий вроде ""Человек, который не платит за медицину - не знает цены собственного здоровья"" (#comment_129662834), мне сразу хочется залезть на транспортное средство, сделать умное лицо и толкать эту идеологию в массы.";1
Сарказм;Но для этого пришлось бы выйти из дома, поэтому было решено прибегнуть к другому эффективному орудию пропаганды - ванильным цитатам вконтакте, раз уж за мемчики больше не сажают.;1
Сарказм;;0
Сарказм;Тестирование;0
Сарказм;10.12.2020 запомнится мне днем, когда очередной крупный игровой проект ушел на гамма-тестирование.;0
Сарказм;Миллионы пользователей в настоящий момент выявляют все возможные недочеты ЭТОЙ игры.;0
Сарказм;Счастливчики, как обычно, заплатили деньги за данное право, и с нетерпением ждали возможность поучаствовать в стандартном для современности тест-проекте.;0
Сарказм;Всего через полгодика - год, игра, обзаведясь рабочей версией и парочкой ДЛС, наконец-то с новогодними (или другими приуроченными скидками) уйдет в релиз.;1
Сарказм;Пожелаем гамма тестерам всех благ и терпения!!!;0
Сарказм;Мы ждем результаты вашего труда (как обычно) со стоическим терпением.;0
Сарказм;;0
Сарказм;Да здравствует наш суд, самый гуманный суд в мире;0
Сарказм;Суд отправил под домашний арест подозреваемую в избиении ребёнка на детской площадке;0
Сарказм;Петроградский районный суд Петербурга в пятницу избрал меру пресечения в виде домашнего ареста до 5 ноября в отношении Надежды Фёдоровой, подозреваемой в хулиганстве и нанесении побоев 3-летнему мальчику на детской площадке, передаёт корреспондент РАПСИ из зала суда.;0
Сарказм;Следователь изложила суду суть ходатайства о заключении подозреваемой под стражу.;0
Сарказм;Она рассказала, что 4 сентября Федорова гуляла со своим 2-летним ребёнком и одновременно выгуливала собаку на детской площадке во дворе дома на Дивенской улице.;0
Сарказм;И, как говорится в материалах дела, во время прогулки у Фёдоровой возник конфликт с Барно Худайкуловой, гулявшей с 3-летним сыном: владелица собаки распылила смесь из газового баллончика в лицо женщине и нанесла ее ребенку удар ногой в область грудной клетки.;0
Сарказм;Следователь отметила, что у мальчика, которого ударила Федорова, ослабленный иммунитет и, как следствие, кровотечения, а также в области грудной клетки установлен катетер.;0
Сарказм;"Я ходатайствую об аресте подозреваемой, поскольку Федорова приехала в Петербург из Старой Руссы и не имеет здесь регистрации и работы - она живёт с мужем в квартире, которая принадлежит его родителям.	";0
Сарказм;Я считаю, что подозреваемая, оставшись на свободе, может скрыться от следствия, а также воздействовать на свидетелей.;0
Сарказм;"В случае ареста Федоровой ее малолетний ребёнок сможет остаться на попечении отца"", - сказала следователь.";0
Сарказм;Затем судья огласила материалы дела.;0
Сарказм;В них были изложены сведения, что соседи часто жаловались в 43 отдел полиции на Фёдорову, которая, по их словам, постоянно использует газовый баллончик в парадной во время выяснения отношений, направляет на людей, а однажды распылила газ в лицо участковому, и есть соответствующие записи в книге учёта сообщений о происшествиях.;0
Сарказм;"Также судья зачитала отрывок допроса Федоровой, в котором та сообщила, что во время конфликта ""была зла"".";0
Сарказм;На суде подозреваемая добавила, что у неё было состояние аффекта, и попросила об избрании меры пресечения в виде домашнего ареста, сказав что сейчас она находится в декретом отпуске и не может оставить ребёнка.;0
Сарказм;Вы также будете просить право гулять с ребёнком на детской площадке, где произошёл конфликт?;0
Сарказм;- уточнила судья.;0
Сарказм;Конечно, с ребёнком нужно гулять, - ответила подозреваемая.;0
Сарказм;Адвокат Фёдоровой выступил против удовлетворения ходатайства следователя.;0
Сарказм;"Для хулиганства, которое ей вменяют, содержание под стражей очень жесткая мера пресечения.	";0
Сарказм;Я понимаю, что в связи с общественным резонансом, сейчас идёт заседание с каким-то карательным акцентом.;0
Сарказм;Я прошу понять, что отбирать у малолетнего ребёнка маму - это жестоко.;0
Сарказм;"Прошу избрать меру пресечения в виде домашнего ареста"" Прокурор также не поддержал ходатайство следователя, попросив суд отправить Фёдорову под домашний арест.";0
Сарказм;Суд отказал в ходатайстве следователя, и поддержал позиции защиты и прокурора.;0
Сарказм;Источник - http://www.rapsinews.ru/judicial_news/20170908/280080238.htm…;0
Сарказм;P.S. Ну что, ждём когда к ней придут с первого канала и предложат уже 1,5 миллиона за историю о нападении на ребенка.;1
Сарказм;;0
Сарказм;«Месть социопатки» - ненависть или сострадание?;0
Сарказм;В нестабильном современном мире, полном социальной неустроенности, финансовых проблем и, как следствие, роста агрессии, термин социопатия стал звучать также часто, как депрессия.;0
Сарказм;На самом деле, обычно предполагается бытовое понимание явления.;0
Сарказм;Официально, социопатия – это расстройство человеческой личности, которое проявляется в игнорировании социальных норм и невозможности поддерживать нормальные межличностные связи.;0
Сарказм;Житейская психология относит к социопатии жесткое неприятие человеком поступков окружающих, их порицание.;0
Сарказм;Так же, как затяжное плохое настроение некоторые определяют как депрессию.;0
Сарказм;«У меня депрессия, я социопатка»,– запросто объясняют некоторые свое настроение, поведение, отношение.;0
Сарказм;Название новой книги Натальи Волохиной звучит интригующе и угрожающе: «Месть социопатки».;0
Сарказм;Сборник сатирических притч-сказок, написанных в свойственной автору ироничной манере, по стилистике можно отнести к саркастическим.;0
Сарказм;По содержанию они как раз соответствуют расхожему пониманию социопатии.;0
Сарказм;Но автор не просто высказывает в коротких зарисовках негативное отношение к какому-либо явлению современной реальности, а пытается через гипертрофированные образы достучаться до читателя, вызвать желание стряхнуть с себя раздражение, напряжение, проговорить, наконец, долго сдерживаемые слова.;0
Сарказм;Намеренная провокация с целью включить читателя в осознание происходящего и своего отношения к нему звучит уже в аннотации к сборнику: «Саркастические заметки, притчи, сказки из сумасшедшей реальности.;0
Сарказм;Узнавших себя заставят визжать и ругаться.;0
Сарказм;Люди с чувством юмора получат удовольствие.;0
Сарказм;И ни один человек не примет неудобное решение - говорить всем подряд то, что думает».;0
Сарказм;Прожив в процессе чтения все описанные эмоции, к финалу, как ни странно, не чувствуешь злости, раздражения.;0
Сарказм;Появляется ощущение, что автор искренне переживает за своих героев, сострадает им и альтруистически стремится помочь, явно понимая, что сие невозможно.;0
Сарказм;Но попробовать всегда лучше, чем ничего не предпринимать.;0
Сарказм;"Фрагмент рассказа ""Рефлекс Отклячка, или Лучшая поза для дамского фото"" из сборника ""Месть социопатки"".";0
Сарказм;За последние пару-тройку десятилетий сексуальной раскрепощенности у женской половины сформировался новый рефлекс.;0
Сарказм;Даже не знаю, как его назвать, Отклячка что ли.;0
Сарказм;Самка реагирует на фотообъектив отклячиванием бедра.;0
Сарказм;Вот она шла легкой походкой феи, остановилась на фоне морского пейзажа, подруга навела на неё объектив и… Оп!;0
Сарказм;Бедро отклячилось, ножка полудугой, фея превратилась в придорожную жрицу любви.;0
Сарказм;Матрона, мать семейства, в окружении потомства расположилась на фоне памятника Лермонтову.;0
Сарказм;Мамуля демонстрирует фотографу оплывший жирком профиль, объемный живот и внушительное бедро, да так ловко, как стареющая танцовщица из кордебалета дешевого кафешантана.;0
Сарказм;Мы с Лермонтовым неприятно удивлены.;1
Сарказм;Я-то сейчас уйду, а ему, бедняге, каждый день смотреть на сотни откляченных бедер.;1
Сарказм;Кстати, дочурка лет трех, уцепившись за мамину руку, тоже отклячила цыплячье бёдрышко.;0
Сарказм;Вот он – рефлекс.;0
Сарказм;Только выпала из известного места, а рефлекс уже работает...;0
Сарказм;;0
Сарказм;Солидарность к блэкам...;0
Сарказм;Жена теперь готовит только такие кексы.;0
Сарказм;;0
Сарказм;Новогоднее настроение;0
Сарказм;Посмотрев в окно, вижу новогоднее настроение.;0
Сарказм;;0
Сарказм;Видео-игры только для мужиков;0
Сарказм;"Примерный перевод: ""Вот поэтому я ненавижу видео-игры, они рассчитаны на мужскую фантазию"".";0
Сарказм;"Дисклеймер: appeal в данном случае переводится приблизительно как ""взывает, обращается к...""";0
Сарказм;;0
Сарказм;Inktober 2020.;0
Сарказм;Часть 2;0
Сарказм;Продолжение моих рисунков по Инктуберу.;0
Сарказм;День 9 - Бросок;0
Сарказм;День 10 - Надежда;0
Сарказм;День 11 - Отвратительно;0
Сарказм;День 12 - Скользкий;0
Сарказм;День 13 - Дюна;0
Сарказм;День 14 - Броня;0
Сарказм;День 15 - Застава;0
Сарказм;;0
Сарказм;Накипело;0
Сарказм;Оказывается, можно написать во всех соц.сетях всем друзьям какие они на самом деле хорошие люди, а потом рассказать, что Ваш аккаунт взломали и это писали не Вы.;0
Сарказм;Мысль моя, а картинка нет.;0
Сарказм;"Поэтому тег ""моё"".";0
Сарказм;😏;0
Сарказм;;0
Сарказм;Пытался помочь Пикабушнику... (сарказм);0
Сарказм;Вот собственно вопрос:;0
Сарказм;Гугл Выдал странный ответ (шубами не интересуюсь):;0
Сарказм;;0
Сарказм;Навальный заявил, что за его отравлением стоит лично Путин;0
Сарказм;Ну наконец то всё ясно!;1
Сарказм;Ну наконец то всё понятно!;1
Сарказм;Ну наконец то всё ясно и понятно!;1
Сарказм;- Кто виноват?;0
Сарказм;- Путин виноват!;0
Сарказм;-Умница!;0
Сарказм;Кто бы сомневался!;1
Сарказм;Оппозиционный политик Алексей Навальный озвучил свою версию случившегося с ним в Омске.;0
Сарказм;Он заявил в интервью Der Spiegel, что его отравили, и к инциденту причастен лично президент России Владимир Путин.;0
Сарказм;«Я утверждаю, что за этим преступлением стоит Путин, и у меня нет других версий произошедшего», — подчеркнул Навальный, выдержки из интервью, которое полностью будет опубликовано позже, приводит «Дождь».;0
Сарказм;Он также добавил, что не боится возвращаться в РФ и сделает это после курса лечения в Германии.;0
Сарказм;«Моя работа сейчас — оставаться парнем, который не боится.;0
Сарказм;И я не боюсь!», — отметил оппозиционер.;0
Сарказм;Напомним, состояние Навального резко ухудшилось 20 августа при перелете из Томска в Москву.;0
Сарказм;Пилот экстренно посадил лайнер в Омске, где оппозиционера госпитализировали в местную больницу.;0
Сарказм;Омские врачи не нашли в его организме отравляющих веществ.;0
Сарказм;22 августа пациент был перевезен в «Шарите», где диагноз отравление боевым веществом, разработанным на территории России, подтвердился.;0
Сарказм;Позднее три лаборатории: германская, французская и шведская, подтвердили, что в отношении создателя ФБК был применен «Новичок».;0
Сарказм;Москва, однако, отказывается от возбуждения уголовного дела об отравлении Навального, заявляя, что не видит этому доказательств.;0
Сарказм;https://www.rosbalt.ru/world/2020/10/01/1865984.html;0
Сарказм;Автор неизвестен.;0
Сарказм;;0
Сарказм;The Best Game;0
Сарказм;Мы создали игру, в которую играют миллиарды!;1
Сарказм;Игру, которая нравится абсолютно всем!;1
Сарказм;Игру, которая изменила мир и навсегда останется в ваших сердцах!;1
Сарказм;"Мы гордо называем ее «Консольные войны», а вы по-простому- ""платформосрач""!";0
Сарказм;Наша игра на рынке уже более 10 лет.;0
Сарказм;И все это время интерес к игре только возрастает.;0
Сарказм;В чем ее популярность?;0
Сарказм;Мы и сами не знаем.;0
Сарказм;Действие игры происходит в выдуманной вселенной.;0
Сарказм;В мире, где геймеры поделены на фракции по обладанию определенной консоль.;0
Сарказм;Вы принимаете на себя роль такого геймера и должны делать вид, что вам действительна интересно доказывать, что именно ваша консоль является лучшей, уникальной и элитной.;0
Сарказм;Хотя тут и присутствует богатый лор, никакой глобальной цели не заявлено.;0
Сарказм;Нет вообще никакой награды и мотивации.;0
Сарказм;Часто после боя непонятно, кто одержал победу, и одержал ли ее хоть кто-нибудь.;0
Сарказм;Вам предстоит выбрать одну из фракций- сонибои, биллибои и пекари.;0
Сарказм;Дополнительная фракция- мариобои- находится в стадии бета-тестирования, и непонятно, будет ли вообще играбельна.;0
Сарказм;Особенно подчеркиваем, что для вхождения в фракцию вовсе не обязательно иметь консоль или играть на ней в игры.;0
Сарказм;Все, что вам нужно- выход в интернет и устройство ввода информации.;0
Сарказм;Также сонибои и биллибои могут объединяться в альянс «консольщиков» и выступать против пекарей, хотя с последним аддоном такой возможностью практически перестали пользоваться (см. пункт «Восьмое поколение»);0
Сарказм;Своего героя вы создаете с помощью лучшего на сегодняшний день генератора персонажей.;0
Сарказм;Это может быть кто угодно- школьник, студент, полицейский, трансвестит, социопат, патриот, гомофоб или даже, прости господи, политик.;1
Сарказм;Можно создать любого урода, каким вы бы никогда не стали в реальной жизни.;0
Сарказм;И, самое главное, в ходе игры можно свободно менять выбранные характеристики.;0
Сарказм;Серьезный журналист стал отбитым школьником?;0
Сарказм;Пожалуйста.;0
Сарказм;Адекватный геймер превратился в истеричного фаната?;0
Сарказм;Ради бога!;0
Сарказм;Решили сменить фракцию и из жирного ленивого пекаря превратится в спортивного и энергичного сонибоя?;0
Сарказм;Никаких проблем!;0
Сарказм;Все это дает определенные бонусы и перки, иногда- штрафы.;0
Сарказм;"Например, играя за школьника, вы получаете минус 40 к ""логике"" и ""здравому смыслу"", и плюс 100 к ""упоротости"", а также способность «рандомные ответы», у геймеров усилены параметры «адекватной аргументации» и «реальных примеров», фанаты имеют полный иммунитет к «разумным доводам» и минимальный параметра «логика» и т.д";0
Сарказм;Еще один плюс игры- низкий порог вхождения.;0
Сарказм;Игра не требует каких-либо специальных навыков, да и вообще очень демократична к возрасту и уровню умственного развития игрока.;0
Сарказм;Одержать победу вы можете уже на начальных этапах игры, буквально в первом же сражении.;0
Сарказм;Это особенно важно, учитывая, что в игре отсутствует подбор соперников по уровню.;0
Сарказм;Система прокачки не очень развита, хотя и попадаются интересные варианты.;0
Сарказм;Игра исключительно он-лайн, одиночной компании не предусмотрено.;0
Сарказм;Зато подбор игроков осуществляется мгновенно.;0
Сарказм;Форумы, чаты, комменты, абсолютно любые новости- вводите одну из кодовых фраз, и вы в игре.;0
Сарказм;Можно играть кооперативно, либо выбрать случайных напарников.;0
Сарказм;Ваши сопартийцы никак не раскрываются, представляя собой лишь образы выбранных классов и характеристик.;0
Сарказм;«Упертый сонибой», «неадекватный пекарь», «тупой консольщик» - вне боя персонажи практически не прописаны, и после окончания сражения уходят от вас мгновенно и навсегда.;0
Сарказм;Впрочем, если часто посещать одни и те же локации, вероятность повторной встречи увеличивается.;0
Сарказм;Самая гордость- это гемплей, заключающийся в ведении споров.;0
Сарказм;Можете применять как разумные доводы и аргументы, так и без разбору сыпать словами и высказываниями.;0
Сарказм;Никакой цензуры.;0
Сарказм;Чем больше эмоций, тем лучше!;1
Сарказм;Материтесь, орите, бейтесь головой об стол, разбейте телевизор, клавиатуру, выкиньте в окно системник- все это лишь поможет одержать победу!;1
Сарказм;Будь лучше!;0
Сарказм;Будь сильнее!;0
Сарказм;Будь злее!;0
Сарказм;Бейся до последнего!;0
Сарказм;Никому не верь и ни с кем не соглашайся!;0
Сарказм;Да, на некоторых игровых площадках иногда удаляют и банят, но это не повод сдерживать себя.;1
Сарказм;Пожизненный бан в одной локации всего лишь повод выбраться в новую.;1
Сарказм;А само количество их бесконечно.;0
Сарказм;Получать уникальные ощущения от каждого боя помогает огромное количество приемов.;0
Сарказм;Начиная от обсуждения технических аспектов аксессуаров («аккумуляторы в геймпаде- это древность», «стики- полное говно», «кинект не нужен», «а мув еще жив?») и заканчивая индивидуальными ощущениями от игры («да я ваш Анчартед и даром не возьму!», «поиграл в Хало- Колда для нищих!», «от ФПС ниже 60 глаза вытекают!») Игра предусматривает использование различных комбинации, взаимоисключающих приемов и смену выбранных персонажей прямо во время сражений (см. пункт «Система боя»);0
Сарказм;Напоминаем, что чтобы поучаствовать в PvP- срачах, вовсе не обязательно иметь консоль, или играть на ней в игры.;0
Сарказм;Достаточно иметь выход в сеть- и все свои споры строить на основании ролика из игры или даже скриншотах.;0
Сарказм;Для этого предусмотрены спецрежимы –«Эксперт», «Предсказатель» , «Хэйтер», «Фанбой» и т.д.;0
Сарказм;Это важно!;0
Сарказм;Игрокам, не достигнувшим высшего уровня, не рекомендуется использовать слова «пиратство» и « бесплатный мультиплеер.»;0
Сарказм;Самое главное- сражения ни на что не влияют.;0
Сарказм;Вы можете победить в грандиозной битве на крупнейших форумах, но эта победа забудется, как только вы обновите страницу.;0
Сарказм;Участники следующей битвы ведут себя так, будто вашего боя и не было.;0
Сарказм;Помните, что мир игры самостоятелен, и вы абсолютно ни на что не влияете.;0
Сарказм;Все ваши действия аннулируются с окончанием боя.;0
Сарказм;Сказать по правде, мы и сами до конца не сформулировали условия победы.;0
Сарказм;Доказать что-нибудь сопернику?;0
Сарказм;Унизить его?;0
Сарказм;Разозлить?;0
Сарказм;Просто поспорить?;0
Сарказм;Это определяют сами игроки, и это еще один плюс игры.;0
Сарказм;Хотелось бы отметить, что у игры практически нет минусов.;0
Сарказм;Все жалобы игроков на якобы возникающие при игре раздражение, злость, жжение в заднем проходе, нарушение мозговых функций- в ходе лабораторных испытаний были признаны недействительными.;0
Сарказм;Внимание!;0
Сарказм;Категорически запрещается переносить действие игры в реальность.;0
Сарказм;Возникают такие осложнения, как ссоры с окружающими, травмы лица и головы, повреждение мягких тканей и т.п.;0
Сарказм;Для тех, кто не может определиться с тактикой боя, есть персонажи- тотемы, «игровые журналисты».;0
Сарказм;"Выбирая различных ""игровых журналистов"", вы получаете усиления и бонусы в виде готовых аргументов и уникальных фраз, а также авторитетного мнения.";0
Сарказм;Помните, что журналисты сильно влияют на сознание вашего персонажа.;0
Сарказм;Особо сильные могут в конце концов превратить вас в зомби, и с криками «Гемплей не нужен!», «Синематик экспириенс!» и «На кончиках пальцев!»» вы будете ломиться в каждый спор.;0
Сарказм;Это важно!;0
Сарказм;У школьников все негативные эффекты на сознание действуют намного сильнее, поэтому вероятность превращения в зомби практически стопроцентная.;0
Сарказм;Интерес к игре поддерживается глобальными событиями- выходы игр, выходы эксклюзивов, выходы эксклюзивов на конкурирующей платформе.;0
Сарказм;Каждый новый эвент мы стараемся сделать максимально масштабным и зрелищным.;0
Сарказм;Разница в картинке, в управлении, дате выхода- все это позволяет миллионам игроков по всему миру создавать поистине эпические схватки.;0
Сарказм;Консольные войны регулярно проходит ребаланс.;0
Сарказм;Самый крупный произошел в 2013 году, вместе с аддоном «Восьмое поколение.»;0
Сарказм;Главное изменение- «понерфили» параметры «графика» и «работоспособность»- теперь игры в день запуска одинаково херово выглядят и запускаются на всех платформах.;0
Сарказм;Также мы оптимизировали число выходящих игр- поменьше новых IP, побольше ремастеров и переизданий.;0
Сарказм;"Косметические изменения затронули целый ряд умений, базовых приемов и тактик (""нераскрытый потенциал"", ""бесплатные моды"","" трудности портирования"" и т.д.)";0
Сарказм;Существенно изменился и темп сражений.;0
Сарказм;Если раньше вы могли рассчитывать на медитативную схватку с одним соперником, то сейчас практически в любую схватку подключается множество рандомных игроков.;0
Сарказм;Если вы уходите спать в разгар боя, будьте уверены, с утра вам уже невозможно будет продолжить начатый разговор и придется вклиниваться заново.;0
Сарказм;Что, впрочем, никак не влияет на логику происходящего.;0
Сарказм;Мы надеемся и дальше радовать вас качественным контентом и оставаться игрой номер один в мире.;1
Сарказм;Следите за нашими новостями и обновлениями, не забывайте менять фракции и помните, что самая удобная игра- на компьютере, все приставки- лишь суррогатные заменители с неудобным управлением, а так называемые «эксклюзивы»- просто расхваленные «проходняки.»;0
Сарказм;;0
Сарказм;Экстренное сообщение - Из зоопарка сбежал тигр;0
Сарказм;Экстренное сообщение - Из зоопарка сбежал тигр.;0
Сарказм;Руководство зоопарка просит граждан – оставаться дома.;0
Сарказм;Реакция граждан:- Это диктатура.;0
Сарказм;Мы живем в свободной стране.;0
Сарказм;Жарили и будем жарить шашлыки.;0
Сарказм;- Всегда это паника в СМИ.;0
Сарказм;Тигры - это всего лишь кошки.;1
Сарказм;По статистике, от кошек никто не умирает.;0
Сарказм;- Тигр был преднамеренно освобожден - они просто хотят лишить нас свободы.;0
Сарказм;- При здоровом отношении к жизни и правильном питание, достаточным количеством витамина С и витамина Д. Имбиря, лимона, чеснока раны от тигра заживут намного быстрее.;0
Сарказм;- Тигры подвергают опасности старых и больных людей и рано или поздно их все равно съели бы кошки- Среди моих знакомых никого нет, кто умер бы от нападения тигра.;0
Сарказм;Не совсем ясно, умер ли кто-нибудь вообще.;0
Сарказм;- Профессор А и Доктор Б объясняют на Youtube любящих тигров, их предполагаемая агрессивность совершенно не понята.;0
Сарказм;- Билл Гейтс выпустил тигра.;0
Сарказм;;0
Сарказм;Че сразу для баб-то?;0
Сарказм;#comment_147193291;0
Сарказм;;0
Сарказм;Советы;0
Сарказм;Боянометр на картинку молчит.;0
Сарказм;Если было текстом то киньте просто в бояны;0
Сарказм;;0
Сарказм;"Ответ на серию постов ""Как заблокировать рекламу...""";0
Сарказм;Хотите заблокировать рекламу на Андроиде?;0
Сарказм;Учим (или нет) языки программирования Java/Kotlin, качаем apktool, разблокируем bootloader, ставим Root.;1
Сарказм;Дальше - разбираем приложение/игру с рекламой и удаляем весь рекламный код.;0
Сарказм;Заодно можете удалить ненавистный всем гугл, аналитику, километрику, крашлитику, средства самообновления прог для экономии трафика, средства обновления гугл-сервисов (а то они жрут много трафика и приносят каждый раз все больше и больше разочарований в батарее телефона) и многое-многое другое.;1
Сарказм;Заодно станете программистом.;0
Сарказм;Ваша кэп =);0
Сарказм;;0
Сарказм;Знову насралося.;0
Сарказм;Вокзал поехал;0
Сарказм;«Волк в овечьей шкуре»: в ЕС начали критиковать Порошенко Евросоюз должен прекратить финансировать руководство Украины,;0
Сарказм;;0
Сарказм;Диета.;0
Сарказм;- Салат?;0
Сарказм;Опять?;0
Сарказм;Мне?;0
Сарказм;Ты серьёзно?;0
Сарказм;;0
Сарказм;Рабы всех стран обьединяйтесь;0
Сарказм;Вместе мы сила)))));1
Сарказм;;0
Сарказм;Два еврея и мотоцикл;0
Сарказм;"Изначально строчилось для другого ресурса, но решил запостить и здесь, в доказательство того, что я всё ещё жив ;)";0
Сарказм;- Здгаствуйте, догогой Михаэл Самуэлевич!;0
Сарказм;Я слышал, что Ви собрались продать какой - то небольшой и таки довольно подержанный мотоцикл?;0
